step,seed1,seed2,seed3,seed4,seed5
429000,20.12,17.84,18.81,17.38,17.32
430000,20.27,18.01,19.07,17.71,17.29
431000,20.33,17.9,19.14,17.8,17.71
432000,20.1,17.43,19.33,18.07,17.98
433000,20.36,17.32,19.78,18.22,17.49
434000,20.71,16.94,19.77,18.52,17.49
435000,20.7,16.91,20.18,18.86,17.29
436000,21.18,17.0,20.33,18.72,17.29
437000,21.53,16.96,20.34,18.77,17.48
438000,21.68,17.69,20.82,19.14,17.51
439000,21.58,17.63,20.68,19.44,17.52
440000,20.89,17.92,20.22,20.23,18.01
441000,20.94,18.14,19.58,20.22,18.6
442000,20.77,18.27,19.51,20.54,19.07
443000,20.73,18.26,19.61,20.35,18.6
444000,21.11,18.34,19.61,20.58,18.76
445000,21.25,18.53,19.45,20.52,18.68
446000,21.55,18.58,19.34,20.55,18.39
447000,21.92,18.66,19.06,20.98,18.23
448000,21.97,18.71,18.62,21.13,18.34
449000,21.98,18.93,18.09,21.15,17.66
450000,21.19,18.76,18.14,21.22,17.38
451000,20.8,18.84,17.98,21.59,17.66
452000,21.05,18.66,17.45,21.44,17.26
453000,21.3,18.47,17.46,21.34,17.36
454000,21.45,18.52,17.28,20.86,17.32
455000,21.16,18.45,17.45,20.69,17.14
456000,21.94,18.79,17.54,20.95,16.86
457000,22.1,18.1,17.61,20.82,16.78
458000,21.84,18.3,18.36,20.72,17.2
459000,22.01,18.22,18.7,20.43,17.57
460000,22.05,18.55,19.07,20.34,17.5
461000,22.21,18.35,19.16,20.49,18.03
462000,22.25,18.26,19.38,20.84,18.08
463000,22.96,18.35,19.59,20.71,18.25
464000,23.27,18.56,19.97,20.84,18.4
465000,22.84,18.5,20.06,20.93,18.47
466000,23.11,18.6,20.32,20.91,18.45
467000,23.6,18.61,20.41,20.99,18.87
468000,23.6,18.45,20.85,20.99,19.15
469000,23.46,18.91,21.29,21.21,19.27
470000,24.02,19.36,21.52,21.26,19.19
471000,24.32,19.42,21.44,21.23,19.16
472000,24.55,19.51,21.93,21.33,19.21
473000,24.85,19.46,21.97,21.71,19.43
474000,24.98,19.26,22.57,22.11,19.66
475000,25.29,19.25,22.63,22.16,19.7
476000,25.89,19.54,22.66,22.39,19.86
477000,25.69,19.74,22.97,22.31,19.69
478000,26.33,19.23,22.89,22.36,19.72
479000,26.42,19.45,23.02,22.53,19.51
480000,26.56,19.48,22.82,22.75,19.23
481000,25.71,20.18,22.87,23.16,19.3
482000,25.96,20.63,22.83,23.21,19.25
483000,25.44,20.78,22.99,23.2,19.49
484000,25.85,20.92,22.57,23.11,19.59
485000,26.04,21.26,22.58,23.22,19.72
486000,25.91,21.48,22.92,22.95,19.53
487000,25.74,21.87,23.03,22.92,19.43
488000,25.9,22.54,22.65,22.91,19.84
489000,26.35,22.68,22.62,22.94,19.94
490000,26.75,23.19,22.29,22.62,19.99
491000,27.1,23.27,21.93,22.83,20.24
492000,26.94,23.1,22.17,23.14,20.34
493000,26.81,23.12,21.93,23.11,20.18
494000,27.4,23.69,21.63,23.27,20.18
495000,27.94,23.49,21.7,23.37,20.42
496000,27.35,23.09,22.04,23.51,20.62
497000,27.18,22.97,21.6,23.49,20.98
498000,27.47,22.83,21.89,23.49,20.91
499000,26.88,23.0,21.68,23.74,20.89
500000,27.24,22.98,21.47,23.77,20.83
501000,27.29,22.87,21.85,23.7,20.74
502000,26.92,22.81,21.76,23.58,20.86
503000,27.17,22.24,21.98,23.62,20.94
504000,26.55,22.54,22.28,24.01,21.37
505000,26.59,22.44,22.19,23.85,21.57
506000,26.59,22.72,22.11,24.02,22.01
507000,26.62,22.63,21.8,23.56,22.13
508000,26.89,22.07,22.03,23.94,22.13
509000,27.39,22.06,22.01,23.76,21.97
510000,27.51,21.67,22.57,23.5,21.94
511000,27.93,21.71,22.7,23.43,21.54
512000,27.7,21.66,22.87,23.63,21.34
513000,28.24,22.14,23.29,23.34,21.54
514000,28.2,22.16,23.21,23.69,21.01
515000,27.54,22.52,23.42,23.75,21.22
516000,27.79,22.76,23.71,24.01,21.51
517000,27.82,23.34,24.05,23.51,21.25
518000,28.25,23.55,24.06,23.56,21.24
