step,seed1,seed2,seed3,seed4,seed5
433000,0.85,0.55,0.62,0.69,0.46
434000,0.88,0.55,0.57,0.71,0.49
435000,0.88,0.57,0.52,0.69,0.44
436000,0.87,0.59,0.56,0.71,0.43
437000,0.9,0.58,0.53,0.7,0.44
438000,0.88,0.55,0.52,0.72,0.43
439000,0.95,0.56,0.48,0.75,0.45
440000,0.92,0.47,0.41,0.78,0.44
441000,0.9,0.4,0.39,0.76,0.41
442000,0.93,0.39,0.38,0.72,0.44
443000,0.91,0.39,0.4,0.74,0.44
444000,0.87,0.37,0.43,0.67,0.47
445000,0.88,0.38,0.43,0.68,0.45
446000,0.78,0.39,0.48,0.76,0.49
447000,0.79,0.4,0.48,0.73,0.5
448000,0.76,0.4,0.55,0.77,0.53
449000,0.74,0.37,0.54,0.78,0.51
450000,0.73,0.36,0.52,0.77,0.54
451000,0.72,0.35,0.51,0.74,0.58
452000,0.73,0.34,0.56,0.73,0.62
453000,0.73,0.35,0.58,0.72,0.65
454000,0.69,0.36,0.63,0.67,0.67
455000,0.73,0.32,0.6,0.68,0.66
456000,0.77,0.38,0.6,0.67,0.68
457000,0.78,0.39,0.6,0.68,0.66
458000,0.74,0.38,0.65,0.69,0.68
459000,0.77,0.33,0.62,0.74,0.71
460000,0.72,0.26,0.63,0.79,0.72
461000,0.75,0.27,0.65,0.76,0.69
462000,0.73,0.26,0.61,0.75,0.72
463000,0.69,0.28,0.62,0.7,0.77
464000,0.66,0.29,0.6,0.64,0.77
465000,0.66,0.3,0.58,0.66,0.8
466000,0.67,0.31,0.58,0.67,0.7
467000,0.67,0.31,0.56,0.69,0.68
468000,0.61,0.31,0.56,0.7,0.67
469000,0.56,0.34,0.56,0.72,0.69
470000,0.56,0.3,0.58,0.72,0.73
471000,0.49,0.24,0.58,0.69,0.71
472000,0.46,0.27,0.58,0.71,0.69
473000,0.45,0.29,0.54,0.73,0.69
474000,0.4,0.29,0.51,0.68,0.63
475000,0.36,0.3,0.49,0.67,0.58
476000,0.31,0.32,0.47,0.63,0.62
477000,0.3,0.33,0.47,0.63,0.57
478000,0.3,0.32,0.49,0.64,0.53
479000,0.31,0.31,0.51,0.65,0.56
480000,0.29,0.31,0.51,0.64,0.54
481000,0.27,0.3,0.45,0.59,0.59
482000,0.25,0.29,0.48,0.62,0.59
483000,0.26,0.32,0.49,0.6,0.58
484000,0.26,0.32,0.47,0.63,0.5
485000,0.25,0.31,0.47,0.6,0.49
486000,0.23,0.31,0.46,0.6,0.5
487000,0.21,0.33,0.44,0.65,0.5
488000,0.24,0.32,0.42,0.64,0.53
489000,0.22,0.32,0.4,0.63,0.55
490000,0.23,0.27,0.37,0.62,0.55
491000,0.22,0.27,0.36,0.64,0.56
492000,0.23,0.28,0.36,0.63,0.59
493000,0.23,0.25,0.3,0.68,0.57
494000,0.2,0.22,0.28,0.63,0.55
495000,0.24,0.22,0.26,0.7,0.5
496000,0.25,0.2,0.26,0.77,0.53
497000,0.28,0.21,0.28,0.83,0.53
498000,0.29,0.21,0.3,0.79,0.56
499000,0.31,0.22,0.33,0.76,0.55
500000,0.33,0.21,0.3,0.72,0.56
501000,0.34,0.23,0.31,0.78,0.54
502000,0.33,0.24,0.32,0.78,0.53
503000,0.39,0.25,0.35,0.74,0.54
504000,0.4,0.27,0.38,0.72,0.53
505000,0.4,0.28,0.36,0.69,0.47
506000,0.41,0.28,0.38,0.65,0.49
507000,0.41,0.3,0.41,0.64,0.5
508000,0.44,0.31,0.47,0.61,0.47
509000,0.45,0.33,0.52,0.56,0.49
510000,0.48,0.31,0.53,0.55,0.46
511000,0.49,0.31,0.58,0.58,0.44
512000,0.52,0.32,0.6,0.52,0.4
513000,0.52,0.33,0.62,0.51,0.36
514000,0.48,0.35,0.65,0.47,0.31
515000,0.49,0.39,0.68,0.49,0.31
516000,0.47,0.39,0.67,0.5,0.32
517000,0.47,0.37,0.65,0.42,0.32
518000,0.46,0.37,0.65,0.39,0.33
519000,0.48,0.4,0.67,0.38,0.3
520000,0.45,0.4,0.62,0.38,0.34
521000,0.46,0.41,0.61,0.41,0.31
522000,0.43,0.41,0.57,0.43,0.31
523000,0.37,0.4,0.57,0.43,0.3
524000,0.37,0.4,0.55,0.43,0.31
525000,0.36,0.35,0.57,0.43,0.35
526000,0.37,0.33,0.59,0.43,0.37
527000,0.39,0.3,0.57,0.39,0.35
528000,0.38,0.3,0.54,0.37,0.34
529000,0.41,0.29,0.51,0.39,0.36
530000,0.43,0.31,0.48,0.4,0.37
531000,0.45,0.31,0.47,0.38,0.36
532000,0.49,0.3,0.46,0.39,0.38
533000,0.47,0.31,0.47,0.41,0.38
534000,0.48,0.33,0.46,0.45,0.4
535000,0.48,0.31,0.43,0.48,0.44
536000,0.48,0.33,0.44,0.46,0.47
537000,0.49,0.36,0.45,0.49,0.47
538000,0.49,0.36,0.42,0.47,0.49
539000,0.48,0.36,0.39,0.45,0.47
540000,0.48,0.35,0.34,0.44,0.47
541000,0.47,0.33,0.33,0.47,0.48
542000,0.49,0.35,0.35,0.49,0.45
543000,0.47,0.36,0.36,0.51,0.46
544000,0.47,0.36,0.37,0.52,0.48
545000,0.45,0.37,0.41,0.49,0.49
546000,0.42,0.36,0.44,0.5,0.51
547000,0.43,0.38,0.43,0.53,0.54
548000,0.44,0.4,0.43,0.52,0.57
549000,0.44,0.42,0.41,0.52,0.63
550000,0.48,0.42,0.41,0.51,0.65
551000,0.51,0.43,0.42,0.5,0.66
552000,0.49,0.42,0.44,0.52,0.7
553000,0.49,0.43,0.43,0.5,0.68
554000,0.49,0.44,0.41,0.48,0.73
555000,0.51,0.4,0.42,0.51,0.76
556000,0.49,0.41,0.44,0.54,0.77
557000,0.54,0.42,0.45,0.58,0.77
558000,0.53,0.37,0.42,0.55,0.76
559000,0.55,0.4,0.45,0.55,0.76
560000,0.57,0.4,0.47,0.61,0.73
561000,0.57,0.38,0.46,0.6,0.73
562000,0.58,0.39,0.43,0.63,0.69
563000,0.56,0.41,0.43,0.68,0.72
564000,0.55,0.42,0.46,0.7,0.67
565000,0.54,0.45,0.46,0.7,0.65
566000,0.52,0.45,0.48,0.7,0.63
567000,0.49,0.44,0.49,0.71,0.55
568000,0.48,0.44,0.5,0.71,0.57
569000,0.51,0.45,0.53,0.71,0.5
570000,0.52,0.38,0.52,0.75,0.49
571000,0.52,0.36,0.52,0.75,0.43
572000,0.53,0.34,0.48,0.76,0.38
573000,0.54,0.33,0.48,0.77,0.39
574000,0.51,0.3,0.53,0.77,0.36
575000,0.48,0.31,0.51,0.81,0.39
576000,0.44,0.32,0.51,0.81,0.38
577000,0.41,0.3,0.55,0.8,0.4
578000,0.42,0.31,0.52,0.8,0.4
579000,0.41,0.32,0.51,0.8,0.4
580000,0.43,0.34,0.51,0.74,0.38
581000,0.44,0.33,0.54,0.74,0.36
